,work_id,title_cc,author_cc,year,word_count,not_before,not_after,is_earlymodern,title_lem,author_dates,author_lem,author_viaf,author_viaf_id,edition,editor,publisher,pub_place,pub_date,series_title,series_id,source,prelemmatized,notes,author_wd
4297,20307,Urania,"Pontano, Giovanni Gioviano",1429-1503,78716,1429.0,1503.0,True,Urania,1429-1503,"Pontano, Giovanni Gioviano",9919481,9919481,"critical edition, apparatus not encoded","B. Soldati, 1902",,,,Musisque Deoque 2007,PonGio.Uran,,True,,
4298,20308,Varia,"Molza, Francesco Maria",1489-1544,50827,1489.0,1544.0,True,Varia,1489-1544,"Molza, Francesco Maria",21394,21394,"critical edition, apparatus not encoded","P. Serassi, 1747",,,,Musisque Deoque 2007,MolFra.Vari,,True,,
4299,20309,Varium poema,"Folengo, Teofilo",1491-1544,22330,1491.0,1544.0,True,Varium poema,1491-1544,"Folengo, Teofilo",100184078,100184078,"critical edition, apparatus not encoded","C. F. Goffis, 1958",,,,Musisque Deoque 2007,FolTeo.Vapo,,True,,
4300,20310,Vaticinium,"Bonincontri, Lorenzo",1410-1491,518,1410.0,1491.0,False,Vaticinium,1410-1491,"Bonincontri, Lorenzo",169864726,169864726,"critical edition, apparatus not encoded","Patrizia Landucci Ruffo, 1965",,,,Musisque Deoque 2007,BonLor.Vati,,True,,Q11933911
4301,20311,Vaticinium cladis Italiae,Tifernate,1414-1462,682,1414.0,1462.0,False,Vaticinium cladis Italiae,1414-1462,Tifernate,77118048,77118048,"critical edition, apparatus not encoded","V. Corbucci, 1935",,,,Musisque Deoque 2007,Tifer.Vati,,True,,
4302,20312,Vergiliana panaegiris,"Decembrio, Pier Candido",1392-1477,3464,1392.0,1477.0,False,,,,,,,,,,,,,,,,
4303,20313,Veronica,Bonifacio Veronese,1293,4338,1293.0,1293.0,False,Veronica,1293,Bonifacio Veronese,15200157,15200157,"critical edition, apparatus not encoded","Clelia Maria Piastra, 1954",,,,Musisque Deoque 2007,BonVer.Vero,,True,,
4304,20314,Veronica,Bonifacio Veronese,1293,3384,1293.0,1293.0,False,Veronica,1293,Bonifacio Veronese,15200157,15200157,"critical edition, apparatus not encoded","Clelia Maria Piastra, 1954",,,,Musisque Deoque 2007,BonVer.Vero,,True,,
4305,20315,Versus,Frate Pietro,fl.c.1310,274,1310.0,1310.0,False,,,,,,,,,,,,,,,,
4306,20316,Versus,Giovanni Ispano,fl.ca.1290,782,1290.0,1290.0,False,Versus,fl.ca.1290,Giovanni Ispano,,,"critical edition, apparatus not encoded","A. Paravicini Bagliani, 1970",,,,Musisque Deoque 2007,GioIsp.Vers,,True,,
4307,20317,Versus de iudicibus et advocatis civitatis Faventiae,Tomaso da Faenza,fl.1266,160,1266.0,1266.0,False,Versus de iudicibus et advocatis civitatis Faventiae,fl.1266,Tomaso da Faenza,14147602437357641120,14147602437357641120,"critical edition, apparatus not encoded","F. Torraca, 1902",,,,Musisque Deoque 2007,TomFae.Vede,,True,,
4308,20319,Versus ex epistolis,Francesco Petrarca,1304-1374,6724,1304.0,1374.0,False,Versus ex epistolis,1304-1374,Francesco Petrarca,39382430,39382430,"critical edition, apparatus not encoded","dispersae: A. Pancheri, 1994; familiares: V. Rossi, 1968; variae: A. Pancheri, 1994",,,,Musisque Deoque 2007,PetFra.Veexep,,True,,Q1401
4309,20320,Vita scolastica,Bonvesin da la Riva,1240-1315,11626,1240.0,1315.0,False,Vita scolastica,1240-1315,Bonvesin da la Riva,205267452,205267452,"critical edition, apparatus not encoded","Anezka Vidmanova-Schmidtova, 1969",,,,Musisque Deoque 2007,Bonve.Vita,,True,,
4310,20321,Volaterrais,"Naldi, Naldo",1436-1513,24092,1436.0,1513.0,True,Volaterrais,1436-1513,"Naldi, Naldo",25329866,25329866,"critical edition, apparatus not encoded","W. L. Grant, 1974",,,,Musisque Deoque 2007,NalNal.Vola,,True,,
4311,20323,Xandra,"Landino, Cristoforo",1424-1498,55854,1424.0,1498.0,False,Xandra,1424-1498,"Landino, Cristoforo",42629956,42629956,"critical edition, apparatus not encoded","A. Perosa, 1939",,,,Musisque Deoque 2007,LanCri.Xand,,True,,Q711964
4312,20324,Xandrae libri primi forma antiquior,"Landino, Cristoforo",1424-1498,5380,1424.0,1498.0,False,Xandrae libri primi forma antiquior,1424-1498,"Landino, Cristoforo",42629956,42629956,"critical edition, apparatus not encoded","A. Perosa, 1939",,,,Musisque Deoque 2007,LanCri.Xafoan,,True,,Q711964
4313,20325,Zanitonella red. Cipadensis,"Folengo, Teofilo",1491-1544,7588,1491.0,1544.0,True,Zanitonella red. Cipadensis,1491-1544,"Folengo, Teofilo",100184078,100184078,"critical edition, apparatus not encoded","M. Zaggia, 1987",,,,Musisque Deoque 2007,FolTeo.ZareCi,,True,,
4314,20326,Zanitonella red. Tusculanensis,"Folengo, Teofilo",1491-1544,15992,1491.0,1544.0,True,Zanitonella red. Tusculanensis,1491-1544,"Folengo, Teofilo",100184078,100184078,"critical edition, apparatus not encoded","M. Zaggia, 1987",,,,Musisque Deoque 2007,FolTeo.ZareTu,,True,,
4315,20327,Zanitonella red. Vigasi Cocaii,"Folengo, Teofilo",1491-1544,14090,1491.0,1544.0,True,Zanitonella red. Vigasi Cocaii,1491-1544,"Folengo, Teofilo",100184078,100184078,"critical edition, apparatus not encoded","M. Zaggia, 1987",,,,Musisque Deoque 2007,FolTeo.ZaViCo,,True,,
4316,20328,Zodiacus vitae,"Palingenio Stellato, Marcello",c.1500-1543,132839,1500.0,1543.0,True,Zodiacus vitae,c.1500-1543,"Palingenio Stellato, Marcello",39494118,39494118,"critical edition, apparatus not encoded","J. Chomarat, 1996",,,,Musisque Deoque 2007,PalSte.ZodVita,,True,,
4317,20329,Ad Heinricum IV. imperatorem libri VII,Benzo Albensis,c.1010-c.1085,109350,1010.0,1085.0,False,Ad Heinricum IV. imperatorem libri VII,c.1010-c.1085,Benzo Albensis,261107004,261107004,,Print edition by: H. Seyffret,Hahnsche Buchhandlung,Hannover,1996,,BenAlb.AdHeiIv,,True,"['Genere: Storiografia', 'Tipo: Fonti Letterarie', 'Note: Pagine 84-188:\r\n\t\t\t\t\t< > = includono le integrazioni congetturali dell’editore.\r\n\t\t\t\t\t[ ] = includono le espunzioni congetturali dell’editore.\r\n\t\t\t\t\tCorrezioni al testo:\r\n\t\t\t\t\tp. 132, riga 11: cantilenis] catilenis ed.\r\n\t\t\t\t\tp. 136, riga 2: IMPERATORUM] IMPEPERATORUM ed.\r\n\t\t\t\t\tC.M.\r\n\t\t\t\t\t---\r\n\t\t\t\t\tPagine 356-436 (libro IV):\r\n\t\t\t\t\tParole: 4.977\r\n\t\t\t\t\tCaratteri (spazi esclusi): 29.159\r\n\t\t\t\t\tG.P.\r\n\t\t\t\t\t---\r\n\t\t\t\t\tPagine 438-498 (libro V):\r\n\t\t\t\t\tParole: 4.316\r\n\t\t\t\t\tCaratteri (spazi esclusi): 24.125\r\n\t\t\t\t\tS.R.\r\n\t\t\t\t\t---\r\n\t\t\t\t\tPagine 500-576 (libro VI):\r\n\t\t\t\t\tParole: 5.632\r\n\t\t\t\t\tCaratteri (spazi esclusi): 33.100\r\n\t\t\t\t\tG.P.\r\n\t\t\t\t\t---\r\n\t\t\t\t\tPagine 578-656 (libro VII):\r\n\t\t\t\t\tParole: 5.564\r\n\t\t\t\t\tCaratteri (spazi esclusi): 33.144\r\n\t\t\t\tS.R.', 'Livello di codifica: 1']",
4318,21242,"
",Markos monachos,fl.1260,98871,1260.0,1260.0,False,,,,,,,,,,,,,,True,,
4319,21243,Alcibiades,Plato,c.425BC–347BC,47153,-425.0,-347.0,False,Alcibiades,c.425BC–347BC,Plato,303814984,303814984,,,,,,,Plato.Alcibia,"Text was scanned at St. Olaf Spring, 1992, by Perseus.",True,,
4320,21244,Amatores,Plato,c.425BC–347BC,7274,-425.0,-347.0,False,Amatores,c.425BC–347BC,Plato,303814984,303814984,,,,,,,Plato.Amator,"Text was scanned at St. Olaf Spring, 1992, by Perseus.",True,,
4321,21245,Analytica posteriora,Aristoteles,384BC–322BC,68330,-384.0,-322.0,False,Analytica posteriora,384BC–322BC,Aristoteles,7524651,7524651,,,,,,,Aristo.AnaPostGR,Keyboarding,True,,
4322,21246,Analytica priora,Aristoteles,384BC–322BC,112769,-384.0,-322.0,False,Analytica priora,384BC–322BC,Aristoteles,7524651,7524651,,,,,,,Aristo.AnaPriGR,Keyboarding,True,,
4323,21247,Apologia,Plato,c.425BC–347BC,26566,-425.0,-347.0,False,Apologia,c.425BC–347BC,Plato,303814984,303814984,,,,,,,Plato.Apologi,,True,,
4324,21248,Athenaion Politeia,Aristoteles,384BC–322BC,50946,-384.0,-322.0,False,Athenaion Politeia,384BC–322BC,Aristoteles,7524651,7524651,,,,,,,Aristo.AthPolGR,,True,,
4325,21249,Categoriae,Aristoteles,384BC–322BC,20694,-384.0,-322.0,False,Categoriae,384BC–322BC,Aristoteles,7524651,7524651,,,,,,,Aristo.CategGR,Keyboarding,True,,
4326,21250,Charmides,Plato,c.425BC–347BC,25202,-425.0,-347.0,False,Charmides,c.425BC–347BC,Plato,303814984,303814984,,,,,,,Plato.Charmi,"Text was scanned at St. Olaf Spring, 1992, by Perseus.",True,,
4327,21251,Clitophon,Plato,c.425BC–347BC,4721,-425.0,-347.0,False,,,,,,,,,,,,,,,,
4328,21252,Convivium,Plato,c.425BC–347BC,52877,-425.0,-347.0,False,Convivium,c.425BC–347BC,Plato,303814984,303814984,,,,,,,Plato.Convivi,"Text was scanned at St. Olaf Spring, 1992, by Perseus.",True,,
4329,21253,Cratylos,Plato,c.425BC–347BC,57842,-425.0,-347.0,False,Cratylos,c.425BC–347BC,Plato,303814984,303814984,,,,,,,Plato.Cratylo,"Text was scanned at St. Olaf Spring, 1992, by Perseus.",True,,
4330,21254,Critias,Plato,c.425BC–347BC,15029,-425.0,-347.0,False,Critias,c.425BC–347BC,Plato,303814984,303814984,,,,,,,Plato.Critias,"Text was scanned at St. Olaf Spring, 1992, by Perseus.",True,,
4331,21255,Crito,Plato,c.425BC–347BC,12854,-425.0,-347.0,False,Crito,c.425BC–347BC,Plato,303814984,303814984,,,,,,,Plato.Crito,"Text was scanned at St. Olaf Spring, 1992, by Perseus.",True,,
4332,21256,De anima,Aristoteles,384BC–322BC,62873,-384.0,-322.0,False,De anima,384BC–322BC,Aristoteles,7524651,7524651,,,,,,,Aristo.DeAnimaGR,Keyboarding,True,,
4333,21257,De arte poetica,Aristoteles,384BC–322BC,20626,-384.0,-322.0,False,De arte poetica,384BC–322BC,Aristoteles,7524651,7524651,,,,,,,Aristo.PoeticGR,Keyboarding,True,,
4334,21258,De caelo,Aristoteles,384BC–322BC,75931,-384.0,-322.0,False,De caelo,384BC–322BC,Aristoteles,7524651,7524651,,,,,,,Aristo.DeCaelGR,,True,,
4335,21259,De divinatione per somnum,Aristoteles,384BC–322BC,2420,-384.0,-322.0,False,De divinatione per somnum,384BC–322BC,Aristoteles,7524651,7524651,,,,,,,Aristo.DeDivinGR,Keyboarding,True,,
4336,21260,De generatione animalium,Aristoteles,384BC–322BC,151517,-384.0,-322.0,False,De generatione animalium,384BC–322BC,Aristoteles,7524651,7524651,,,,,,,Aristo.GeneAnGR,,True,,
4337,21261,De generatione et corruptione,Aristoteles,384BC–322BC,49809,-384.0,-322.0,False,De generatione et corruptione,384BC–322BC,Aristoteles,7524651,7524651,,,,,,,Aristo.GenCorrGR,,True,,
4338,21262,De incessu animalium,Aristoteles,384BC–322BC,12810,-384.0,-322.0,False,De incessu animalium,384BC–322BC,Aristoteles,7524651,7524651,,,,,,,Aristo.DeIncAGR,Keyboarding,True,,
4339,21263,De insomniis,Aristoteles,384BC–322BC,4884,-384.0,-322.0,False,De insomniis,384BC–322BC,Aristoteles,7524651,7524651,,,,,,,Aristo.DeInsomGR,Keyboarding,True,,
4340,21264,De interpretatione,Aristoteles,384BC–322BC,12602,-384.0,-322.0,False,De interpretatione,384BC–322BC,Aristoteles,7524651,7524651,,,,,,,Aristo.DeInterGR,Keyboarding,True,,
4341,21265,"De iuventute et senectute, De vita et morte",Aristoteles,384BC–322BC,3728,-384.0,-322.0,False,"De iuventute et senectute, De vita et morte",384BC–322BC,Aristoteles,7524651,7524651,,,,,,,Aristo.DeIuvGR,Keyboarding,True,,
4342,21266,De longitudine et brevitate vitae,Aristoteles,384BC–322BC,3608,-384.0,-322.0,False,De longitudine et brevitate vitae,384BC–322BC,Aristoteles,7524651,7524651,,,,,,,Aristo.DeLongGR,Keyboarding,True,,
4343,21267,De memoria et reminiscentia,Aristoteles,384BC–322BC,5008,-384.0,-322.0,False,De memoria et reminiscentia,384BC–322BC,Aristoteles,7524651,7524651,,,,,,,Aristo.DeMemGR,Keyboarding,True,,
4344,21268,De motu animalium,Aristoteles,384BC–322BC,8506,-384.0,-322.0,False,De motu animalium,384BC–322BC,Aristoteles,7524651,7524651,,,,,,,Aristo.DeMotAGR,Keyboarding,True,,
4345,21270,De partibus animalium,Aristoteles,384BC–322BC,116260,-384.0,-322.0,False,De partibus animalium,384BC–322BC,Aristoteles,7524651,7524651,,,,,,,Aristo.PartAnGR,,True,,
4346,21272,De sensu et sensibilibus,Aristoteles,384BC–322BC,15810,-384.0,-322.0,False,De sensu et sensibilibus,384BC–322BC,Aristoteles,7524651,7524651,,,,,,,Aristo.DeSensuGR,Keyboarding,True,,
4347,21273,De somno et vigilia,Aristoteles,384BC–322BC,5998,-384.0,-322.0,False,De somno et vigilia,384BC–322BC,Aristoteles,7524651,7524651,,,,,,,Aristo.SomVigGR,Keyboarding,True,,
4348,21274,De sophisticis elenchis,Aristoteles,384BC–322BC,28360,-384.0,-322.0,False,De sophisticis elenchis,384BC–322BC,Aristoteles,7524651,7524651,,,,,,,Aristo.DeSoEleGR,Keyboarding,True,,
4349,21275,Elementa,Euclides,fl.300BC,613336,-300.0,-300.0,False,Elementa,fl.300BC,Euclides,176184097,176184097,,,,,,,Euclid.ElemeGR,,True,,
4350,21276,Enneades,Plotinus,c.205-270,865647,205.0,270.0,False,Enneades,c.205-270,Plotinus,108386765,108386765,,,,,,,Plotin.EnneadGR,,True,,
4351,21277,Epinomis,Plato,c.425BC–347BC,19301,-425.0,-347.0,False,Epinomis,c.425BC–347BC,Plato,303814984,303814984,,,,,,,Plato.Epinomi,"Text was scanned at St. Olaf Spring, 1992, by Perseus.",True,,
4352,21278,Epistolae,Plato,c.425BC–347BC,51667,-425.0,-347.0,False,Epistolae,c.425BC–347BC,Plato,303814984,303814984,,,,,,,Plato.Epistol,"Text was scanned at St. Olaf Spring, 1992, by Perseus.",True,,
4353,21279,Ethica Eudemia,Aristoteles,384BC–322BC,26666,-384.0,-322.0,False,Ethica Eudemia,384BC–322BC,Aristoteles,7524651,7524651,,,,,,,Aristo.EthEudemGR,,True,"['Text was scanned at St. Olaf Spring, 1992.']",
4354,21280,Ethica Nicomachea,Aristoteles,384BC–322BC,171686,-384.0,-322.0,False,Ethica Nicomachea,384BC–322BC,Aristoteles,7524651,7524651,,,,,,,Aristo.EthNicoGR,,True,,
4355,21281,Euthydemus,Plato,c.425BC–347BC,37997,-425.0,-347.0,False,Euthydemus,c.425BC–347BC,Plato,303814984,303814984,,,,,,,Plato.Euthyde,"Text was scanned at St. Olaf Spring, 1992, by Perseus.",True,,
4356,21282,Euthyphro,Plato,c.425BC–347BC,16370,-425.0,-347.0,False,Euthyphro,c.425BC–347BC,Plato,303814984,303814984,,,,,,,Plato.Euthyph,"Text was scanned at St. Olaf Spring, 1992, by Perseus.",True,,
4357,21283,Gorgias,Plato,c.425BC–347BC,82874,-425.0,-347.0,False,Gorgias,c.425BC–347BC,Plato,303814984,303814984,,,,,,,Plato.Gorgias,"Text was scanned at St. Olaf Spring, 1992, by Perseus.",True,,
4358,21284,Hipparchus,Plato,c.425BC–347BC,7292,-425.0,-347.0,False,Hipparchus,c.425BC–347BC,Plato,303814984,303814984,,,,,,,Plato.Hippar,"Text was scanned at St. Olaf Spring, 1992, by Perseus.",True,,
4359,21285,Hippias,Plato,c.425BC–347BC,40097,-425.0,-347.0,False,Hippias,c.425BC–347BC,Plato,303814984,303814984,,,,,,,Plato.Hippias,"Text was scanned at St. Olaf Spring, 1992, by Perseus.",True,,
4360,21286,Historia animalium,Aristoteles,384BC–322BC,283722,-384.0,-322.0,False,Historia animalium,384BC–322BC,Aristoteles,7524651,7524651,,,,,,,Aristo.HistAniGR,Keyboarding,True,,
4361,21287,Historiae,Herodotus,c.484-425BC,567066,484.0,-425.0,False,Historiae,c.484-425BC,Herodotus,,,,,,,,,Herodo.Histori,,True,"['Text scanned at υ. Chicago in 1988-9.  Basic tagging done by EM, Scott Ettinger, Roger Travis.']",
4362,21288,Ilias,Homerus,fl.700BC,338232,-700.0,-700.0,False,Ilias,fl.700BC,Homerus,224924963,224924963,,,,,,,Homeru.IliasGR,,True,['Basic SGML tagging by Lauren Burka and Chiara Thayer.'],
4363,21289,Ion,Plato,c.425BC–347BC,12227,-425.0,-347.0,False,Ion,c.425BC–347BC,Plato,303814984,303814984,,,,,,,Plato.Ion,"Text was scanned at St. Olaf Spring, 1992, by Perseus.",True,,
4364,21290,Laches,Plato,c.425BC–347BC,24104,-425.0,-347.0,False,Laches,c.425BC–347BC,Plato,303814984,303814984,,,,,,,Plato.Laches,"Text was scanned at St. Olaf Spring, 1992, by Perseus.",True,,
4365,21291,Leges,Plato,c.425BC–347BC,317155,-425.0,-347.0,False,Leges,c.425BC–347BC,Plato,303814984,303814984,,,,,,,Plato.Leges,"Text was scanned at St. Olaf Spring, 1992, by Perseus.",True,,
4366,21292,Lysis,Plato,c.425BC–347BC,21113,-425.0,-347.0,False,Lysis,c.425BC–347BC,Plato,303814984,303814984,,,,,,,Plato.Lysis,"Text was scanned at St. Olaf Spring, 1992, by Perseus.",True,,
4367,21293,Magna moralia,Aristoteles,384BC–322BC,71387,-384.0,-322.0,False,Magna moralia,384BC–322BC,Aristoteles,7524651,7524651,,,,,,,Aristo.MagMorGR,,True,,
4368,21295,Menexenus,Plato,c.425BC–347BC,14672,-425.0,-347.0,False,Menexenus,c.425BC–347BC,Plato,303814984,303814984,,,,,,,Plato.Menexen,"Text was scanned at St. Olaf Spring, 1992, by Perseus.",True,,
4369,21296,Menon,Plato,c.425BC–347BC,31082,-425.0,-347.0,False,Menon,c.425BC–347BC,Plato,303814984,303814984,,,,,,,Plato.Menon,"Text was scanned at St. Olaf Spring, 1992, by Perseus.",True,,
4370,21297,Metaphysica,Aristoteles,384BC–322BC,239489,-384.0,-322.0,False,Metaphysica,384BC–322BC,Aristoteles,7524651,7524651,,,,,,,Aristo.MetaphyGR,,True,,
4371,21298,Meteorologica,Aristoteles,384BC–322BC,101622,-384.0,-322.0,False,Meteorologica,384BC–322BC,Aristoteles,7524651,7524651,,,,,,,Aristo.MeteorGR,Keyboarding,True,,
4372,21299,Minos,Plato,c.425BC–347BC,9164,-425.0,-347.0,False,Minos,c.425BC–347BC,Plato,303814984,303814984,,,,,,,Plato.Minos,"Text was scanned at St. Olaf Spring, 1992, by Perseus.",True,,
4373,21300,Odyssea,Homerus,fl.700BC,268275,-700.0,-700.0,False,Odyssea,fl.700BC,Homerus,224924963,224924963,,,,,,,Homeru.OdysseaGR,,True,['Text scanned at U. Chicago in 1989.  Basic SGML tagging by Lauren Burka and Chiara Thayer.'],
4374,21301,Oeconomica,Aristoteles,384BC–322BC,17999,-384.0,-322.0,False,Oeconomica,384BC–322BC,Aristoteles,7524651,7524651,,,,,,,Aristo.OeconomGR,,True,"['Text was scanned at St. Olaf Spring, 1992.']",
4375,21302,Opera et dies,Hesiodus,fl.c.700BC,11830,-700.0,-700.0,False,Opera et dies,fl.c.700BC,Hesiodus,122220717,122220717,,,,,,,,,True,['text keyboarded in the Philippines.  Basic sgml tagging by Scott Ettinger.'],Q44233
4376,21303,Parmenides,Plato,c.425BC–347BC,46130,-425.0,-347.0,False,Parmenides,c.425BC–347BC,Plato,303814984,303814984,,,,,,,Plato.Parmeni,"Text was scanned at St. Olaf Spring, 1992, by Perseus.",True,,
4377,21304,Phaedo,Plato,c.425BC–347BC,67763,-425.0,-347.0,False,Phaedo,c.425BC–347BC,Plato,303814984,303814984,,,,,,,Plato.Phaedo,"Text was scanned at St. Olaf Spring, 1992, by Perseus.",True,,
4378,21305,Phaedrus,Plato,c.425BC–347BC,51512,-425.0,-347.0,False,Phaedrus,c.425BC–347BC,Plato,303814984,303814984,,,,,,,Plato.Phaedrus,"Text was scanned at St. Olaf Spring, 1992, by Perseus.",True,,
4379,21306,Philebus,Plato,c.425BC–347BC,56999,-425.0,-347.0,False,Philebus,c.425BC–347BC,Plato,303814984,303814984,,,,,,,Plato.Philebu,"Text was scanned at St. Olaf Spring, 1992, by Perseus.",True,,
4380,21307,Physica,Aristoteles,384BC-322BC,167282,-384.0,-322.0,False,Physica,384BC-322BC,Aristoteles,7524651,7524651,,,,,,,Aristo.PhysiGR,,True,,
4381,21308,Politica,Aristoteles,384BC–322BC,131918,-384.0,-322.0,False,Politica,384BC–322BC,Aristoteles,7524651,7524651,,,,,,,Aristo.PolitiGR,,True,"['Text was scanned at St. Olaf Spring, 1992.']",
4382,21309,Politicus,Plato,c.425BC–347BC,55301,-425.0,-347.0,False,Politicus,c.425BC–347BC,Plato,303814984,303814984,,,,,,,Plato.Politi,"Text was scanned at St. Olaf Spring, 1992, by Perseus.",True,,
4383,21310,Problemata,Aristoteles,384BC–322BC,172563,-384.0,-322.0,False,Problemata,384BC–322BC,Aristoteles,7524651,7524651,,,,,,,Aristo.ProblGR,,True,,
4384,21311,Protagoras,Plato,c.425BC–347BC,53573,-425.0,-347.0,False,Protagoras,c.425BC–347BC,Plato,303814984,303814984,,,,,,,Plato.Protago,"Text was scanned at St. Olaf Spring, 1992, by Perseus.",True,,
4385,21312,Respublica,Plato,c.425BC–347BC,267844,-425.0,-347.0,False,Respublica,c.425BC–347BC,Plato,303814984,303814984,,,,,,,Plato.Respubl,"Text was scanned at St. Olaf Spring, 1992, by Perseus.",True,,
4386,21313,Rhetorica,Aristoteles,384BC–322BC,133668,-384.0,-322.0,False,Rhetorica,384BC–322BC,Aristoteles,7524651,7524651,,,,,,,Aristo.RhetorGR,,True,,
4387,21314,Sophistes,Plato,c.425BC–347BC,52145,-425.0,-347.0,False,Sophistes,c.425BC–347BC,Plato,303814984,303814984,,,,,,,Plato.Sophist,"Text was scanned at St. Olaf Spring, 1992, by Perseus.",True,,
4388,21315,Theaetetus,Plato,c.425BC–347BC,71198,-425.0,-347.0,False,Theaetetus,c.425BC–347BC,Plato,303814984,303814984,,,,,,,Plato.Theaete,"Text was scanned at St. Olaf Spring, 1992, by Perseus.",True,,
4389,21316,Theages,Plato,c.425BC–347BC,10973,-425.0,-347.0,False,Theages,c.425BC–347BC,Plato,303814984,303814984,,,,,,,Plato.Theages,"Text was scanned at St. Olaf Spring, 1992, by Perseus.",True,,
4390,21317,Theogonia,Hesiodus,fl.c.700BC,14234,-700.0,-700.0,False,Theogonia,fl.c.700BC,Hesiodus,,,,,,,,,Hesiod.Theogon,,True,['text keyboarded in the Philippines.  Basic sgml tagging by Scott Ettinger.'],
4391,21318,Timaeus,Plato,c.425BC–347BC,71756,-425.0,-347.0,False,Timaeus,c.425BC–347BC,Plato,303814984,303814984,,,,,,,Plato.Timaeus,"Text was scanned at St. Olaf Spring, 1992, by Perseus.",True,,
4392,21319,Topica,Aristoteles,384BC–322BC,132864,-384.0,-322.0,False,Topica,384BC–322BC,Aristoteles,7524651,7524651,,,,,,,Aristo.TopicaGR,Keyboarding,True,,
4393,21321,"De Latinitate L. Apulei Madaurensis, pars I1865
","Kretschmann, Heinrich",1843-c.1910,34989,1843.0,1910.0,False,"De Latinitate L. Apulei Madaurensis, pars I 1865",1843-c.1910,"Kretschmann, Heinrich",270480366,270480366,contemporary print,From Wikisource . Online-Scan .,,Regimonti,1865,Dissertationes,KreHei.DeLaApu,,True,,
4394,21322,"De gentianis in Helvetia sponte nascentibus1834
","Lebert, Hermann",1813-1878,31900,1813.0,1878.0,False,De gentianis in Helvetia sponte nascentibus 1834,1813-1878,"Lebert, Hermann",27833384,27833384,contemporary print,OCR by Philipp Roelli from e-RARA,Typis Schultessianis,Turici,1834,Dissertationes,LebHer.DeGenHel,,True,,
4395,21323,"Quaestiones aliquot Caroli Martelli historiam illustrantes1843
","Burckhardt, Jacob",1818-1897,18589,1818.0,1897.0,False,Quaestiones aliquot Caroli Martelli historiam illustrantes 1843,1818-1897,"Burckhardt, Jacob",51686578,51686578,contemporary print,OCR by Philipp Roelli from e-RARA,TYPIS J. J. MAST.,Basiliae,1843,Dissertationes,BurJac.QCarMart,,True,,
4396,21324,"Systematis crystallorum rhombici adumbratio1842
","Kenngott, Johann Gustav Adolf",1818-1897,30994,1818.0,1897.0,False,Systematis crystallorum rhombici adumbratio 1842,1818-1897,"Kenngott, Johann Gustav Adolf",69673910,69673910,contemporary print,OCR by Philipp Roelli from e-RARA,Typis Schultessianis,Vratislaviae,1842,Dissertationes,KenAdo.SysCryRh,,True,,Q465385
4397,21332,"Biblia Sacra ex Sebastiani Castellionis Interpretatione, Evangelia","Castellio, Sebastianus",1515-1563,172532,1515.0,1563.0,True,,,,,,,,,,,,,,True,,
4398,21333,Ad pastores in synodo congregatos,Auctor incertus ,,11842,,,False,Ad pastores in synodo congregatos,,Auctor incertus,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1853,"Patrologia Latina, vol. 184",AucInc.AdPaInS,Patrologia Latina,True,,
4399,21334,Appendix,Nicolaus I ,,19252,,,False,Appendix,,Nicolaus I,142608,142608,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1854,"Patrologia Latina, vol. 119",NicI.Append24,Patrologia Latina,True,,
4400,21335,Capitularia,Carolus Magnus; Lotharius I Germaniae; Ludovicus I Franciae ,,162972,,,False,,,,,,,,,,,,,,,,
4401,21336,Catalogus,"Chaussier
 ","
",1279,,,False,,,,,,,,,,,,,,,,
4402,21337,Chronicon,Auctor incertus ,,20786,,,False,Chronicon,,Auctor incertus,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1844,"Patrologia Latina, vol. 3",AucInc.Chroni,Patrologia Latina,True,['XML corrections by Jan Ctibor in 2023: isolated heads moved to corresponding divs'],
4403,21338,Chronicon,Bernaldus Constantiensis,1054-1100,117154,1054.0,1100.0,False,Chronicon,1054-1100,Bernaldus Constantiensis,298713537,298713537,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1854,"Patrologia Latina, vol. 148",BerCon.Chroni27,Patrologia Latina,True,['XML corrections by Jan Ctibor in 2023: isolated heads moved to corresponding divs'],
4404,21339,Chronicon,Eutrandus Ticinensis,fl. 645,1286,645.0,645.0,False,Chronicon,fl. 645,Eutrandus Ticinensis,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1850,"Patrologia Latina, vol. 80",EutTic.Chroni13,Patrologia Latina,True,,
4405,21340,Chronicon,Maximus Caesaraugustanus,fl. 645,6752,645.0,645.0,False,Chronicon,fl. 645,Maximus Caesaraugustanus,27422360,27422360,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1854,"Patrologia Latina, vol. 80",MaxCae.Chroni12,Patrologia Latina,True,,Q3109132
4406,21341,Chronicon Hildesheimense,Auctor incertus ,,35659,,,False,Chronicon Hildesheimense,,Auctor incertus,,,"early modern edition, no apparatus",Jacques-Paul Migne,J. P. Migne,Parisiis,1853,"Patrologia Latina, vol. 141",AucInc.ChrHil,Patrologia Latina,True,,
